State,Agencytype,Agencyname,Race,Religion,Sexualorientation,Ethnicity,Disability,Gender,GenderIdentity,1stquarter,2ndquarter,3rdquarter,4thquarter,Population
Ohio,MetropolitanCounties,Montgomery,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,
Maryland,MetropolitanCounties,MontgomeryCountyPoliceDepartment,6,4,2,1,0,0.0,0.0,3.0,5.0,2.0,3.0,
Kentucky,OtherAgencies,MontgomeryCountySchoolDistrict,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,
New Jersey,Cities,MontgomeryTownship,1,3,0,0,0,0.0,0.0,1.0,1.0,0.0,2.0,22467.0
Idaho,Cities,Montpelier,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2520.0
Ohio,Cities,Montpelier,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4050.0
Colorado,Cities,Monument,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5800.0
New Jersey,Cities,MoorestownTownship,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,20706.0
Minnesota,Cities,Moorhead,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,39322.0
Ohio,Cities,Moraine,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,6317.0
Kentucky,Cities,Morehead,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6864.0
Kentucky,UniversitiesandColleges,MoreheadStateUniversity,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,11169.0
California,Cities,MorenoValley,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,201284.0
California,Cities,MorganHill,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,39907.0
North Carolina,Cities,Morganton,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,16852.0
West Virginia,Cities,Morgantown,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,31406.0
New Jersey,Cities,MorrisTownship,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,22640.0
Vermont,Cities,Morristown,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5369.0
Illinois,Cities,Morton,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,16462.0
North Dakota,MetropolitanCounties,Morton,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,
West Virginia,Cities,Moundsville,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,9130.0
Tennessee,Cities,MountCarmel,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,5422.0
New Jersey,Cities,MountLaurelTownship,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,41839.0
Michigan,Cities,MountMorrisTownship,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,20990.0
New Jersey,Cities,MountOliveTownship,0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,1.0,28611.0
Michigan,Cities,MountPleasant,3,0,1,0,1,0.0,0.0,1.0,2.0,2.0,0.0,26238.0
New York,Cities,MountVernon,2,0,0,1,0,0.0,0.0,1.0,1.0,0.0,1.0,68071.0
Ohio,Cities,MountVernon,2,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,16748.0
Washington,Cities,MountVernon,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,32450.0
Kentucky,Cities,MountWashington,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,9377.0
North Dakota,NonmetropolitanCounties,Mountrail,1,0,0,1,3,0.0,0.0,0.0,0.0,1.0,4.0,
Kansas,Cities,Mulvane,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6307.0
Tennessee,Cities,Munford,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,6036.0
Tennessee,Cities,Murfreesboro,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,115587.0
Kentucky,Cities,Murray,1,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,18048.0
Utah,Cities,Murray,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,48767.0
California,Cities,Murrieta3,3,1,1,0,0,0.0,0.0,2.0,2.0,1.0,0.0,107768.0
Michigan,Cities,Muskegon,3,0,0,0,0,0.0,0.0,2.0,0.0,0.0,1.0,36658.0
Michigan,Cities,MuskegonHeights,6,0,0,0,0,0.0,0.0,0.0,3.0,3.0,0.0,10768.0
Oklahoma,Cities,Muskogee,1,1,1,0,0,0.0,0.0,1.0,1.0,1.0,0.0,38884.0
Idaho,Cities,Nampa,3,0,0,1,0,0.0,0.0,2.0,1.0,1.0,0.0,84634.0
Washington,Cities,Napavine,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1766.0
Ohio,Cities,Napoleon,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,8663.0
Tennessee,Cities,Nashville,4,0,1,1,0,0.0,0.0,3.0,1.0,1.0,1.0,635673.0
New York,MetropolitanCounties,Nassau,10,28,2,3,0,0.0,0.0,9.0,16.0,9.0,9.0,
California,Cities,NationalCity,2,0,1,0,0,0.0,0.0,1.0,0.0,1.0,1.0,59637.0
Massachusetts,Cities,Needham,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,29544.0
Kentucky,NonmetropolitanCounties,Nelson,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Ohio,Cities,Nelsonville,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5334.0
New Jersey,Cities,NeptuneTownship,10,0,3,1,0,0.0,0.0,0.0,8.0,2.0,4.0,27856.0
Massachusetts,Cities,NewBedford,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,95156.0
North Carolina,Cities,NewBern,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,30514.0
Connecticut,Cities,NewBritain,0,0,1,0,0,0.0,0.0,1.0,,,,73134.0
New Jersey,Cities,NewBrunswick,3,1,1,0,0,0.0,0.0,3.0,1.0,1.0,0.0,56542.0
Delaware,Cities,NewCastle,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5388.0
Delaware,MetropolitanCounties,NewCastleCountyPoliceDepartment,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
North Carolina,MetropolitanCounties,NewHanover,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,
Connecticut,Cities,NewHaven,5,0,4,1,0,0.0,0.0,3.0,2.0,4.0,1.0,131071.0
Connecticut,Cities,NewLondon,1,0,2,0,0,0.0,0.0,3.0,0.0,0.0,0.0,27738.0
Connecticut,Cities,NewMilford,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,27743.0
Louisiana,Cities,NewOrleans,1,1,5,1,0,0.0,0.0,2.0,3.0,3.0,0.0,377022.0
New Jersey,Cities,NewProvidence,1,2,0,0,0,0.0,0.0,1.0,2.0,0.0,0.0,12463.0
New York,Cities,NewRochelle,1,2,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,78800.0
New York,Cities,NewYork,44,152,99,17,1,0.0,1.0,56.0,84.0,81.0,93.0,8396126.0
New York,OtherAgencies,NewYorkCityMetropolitanTransportationAuthority,2,15,0,0,0,0.0,0.0,4.0,5.0,4.0,4.0,
California,Cities,Newark,2,0,0,1,0,0.0,0.0,1.0,1.0,0.0,1.0,43950.0
New Jersey,Cities,Newark,2,0,1,0,0,0.0,0.0,0.0,2.0,0.0,1.0,278246.0
Michigan,Cities,Newaygo,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1961.0
Oregon,Cities,Newberg-Dundee,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,25647.0
New York,Cities,Newburgh,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,28571.0
New Hampshire,Cities,Newbury,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2110.0
Massachusetts,Cities,Newburyport,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,17773.0
Connecticut,Cities,Newington,1,2,0,0,0,0.0,0.0,,,1.0,2.0,30612.0
Kentucky,Cities,Newport,5,0,0,0,0,0.0,0.0,0.0,1.0,1.0,3.0,15425.0
Oregon,Cities,Newport,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,10029.0
Rhode Island,Cities,Newport,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,23874.0
California,Cities,NewportBeach,0,2,1,0,0,0.0,0.0,0.0,0.0,2.0,1.0,87639.0
Virginia,Cities,NewportNews,1,1,2,0,0,0.0,0.0,0.0,1.0,3.0,0.0,181074.0
New York,Cities,NiagaraFalls,2,0,0,1,0,0.0,0.0,0.0,2.0,0.0,1.0,49574.0
Ohio,Cities,Niles,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,18950.0
Virginia,Cities,Norfolk,3,3,1,0,0,0.0,0.0,0.0,5.0,1.0,1.0,247303.0
Illinois,Cities,Normal,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,54241.0
Oklahoma,Cities,Norman,3,1,0,0,0,0.0,0.0,2.0,0.0,1.0,1.0,116970.0
Washington,Cities,NormandyPark,2,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,6556.0
Ohio,Cities,NorthBaltimore,1,0,0,0,0,0.0,0.0,,1.0,0.0,0.0,3492.0
Connecticut,Cities,NorthBranford,1,0,0,1,0,0.0,0.0,2.0,0.0,0.0,0.0,14369.0
New Jersey,Cities,NorthBrunswickTownship,1,0,1,2,0,0.0,0.0,1.0,2.0,0.0,1.0,41425.0
Ohio,Cities,NorthCanton,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,17380.0
North Carolina,UniversitiesandColleges,NorthCarolinaSchooloftheArts,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,880.0
Ohio,Cities,NorthCollegeHill,2,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,9340.0
Nevada,Cities,NorthLasVegas,0,0,1,1,0,0.0,0.0,,1.0,1.0,,225632.0
Arkansas,Cities,NorthLittleRock,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,65398.0
Florida,Cities,NorthMiami,2,1,3,0,0,0.0,0.0,3.0,1.0,0.0,2.0,61120.0
Florida,Cities,NorthMiamiBeach,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,43417.0
Florida,Cities,NorthPort,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,58699.0
Utah,Cities,NorthSaltLake,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,16815.0
New York,Cities,NorthSyracuseVillage,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,6964.0
Massachusetts,UniversitiesandColleges,NortheasternUniversity,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,3.0,27694.0
Arizona,UniversitiesandColleges,NorthernArizonaUniversity,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,25991.0
Pennsylvania,Cities,NorthernYorkRegional,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,67657.0
Michigan,Cities,NorthfieldTownship,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,8387.0
Michigan,Cities,NorthvilleTownship,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,28734.0
Illinois,UniversitiesandColleges,"NorthwesternUniversity,Evanston",3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,21215.0
Massachusetts,Cities,Norton,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,19414.0
Michigan,Cities,NortonShores,1,0,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,23834.0
California,Cities,Norwalk,4,1,0,0,0,0.0,0.0,0.0,4.0,0.0,1.0,106518.0
Connecticut,Cities,Norwalk,1,0,1,1,0,0.0,0.0,0.0,0.0,3.0,0.0,87590.0
Ohio,Cities,Norwalk,0,0,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,16906.0
Connecticut,Cities,Norwich,1,0,0,0,0,0.0,0.0,,,1.0,,40485.0
Ohio,Cities,Norwood,1,0,0,2,0,0.0,0.0,0.0,1.0,1.0,1.0,19052.0
Michigan,Cities,Novi,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,57469.0
Texas,MetropolitanCounties,Nueces,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
New Jersey,Cities,NutleyTownship,2,1,0,0,0,0.0,0.0,0.0,1.0,2.0,0.0,28660.0
Wisconsin,Cities,OakCreek,0,1,0,1,0,0.0,0.0,2.0,0.0,0.0,0.0,35046.0
Kentucky,Cities,OakGrove,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,7638.0
Washington,Cities,OakHarbor,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,22288.0
West Virginia,Cities,OakHill,14,0,0,0,0,0.0,0.0,0.0,6.0,8.0,0.0,7709.0
California,Cities,Oakland,4,1,4,2,0,0.0,0.0,2.0,4.0,3.0,2.0,403887.0
Michigan,MetropolitanCounties,Oakland,7,2,5,3,0,0.0,0.0,5.0,4.0,5.0,3.0,
New Jersey,Cities,Oakland,1,2,2,0,0,0.0,0.0,1.0,2.0,1.0,1.0,12927.0
Michigan,UniversitiesandColleges,OaklandUniversity3,0,3,0,1,1,0.0,0.0,1.0,0.0,3.0,1.0,19740.0
New Jersey,Cities,Oceanport,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5833.0
California,Cities,Oceanside,5,1,1,1,0,0.0,0.0,2.0,4.0,2.0,0.0,172525.0
Michigan,NonmetropolitanCounties,Ogemaw,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,
Kentucky,NonmetropolitanCounties,Ohio,1,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,
Ohio,UniversitiesandColleges,"OhioStateUniversity,Columbus",2,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,56387.0
Oklahoma,Cities,OklahomaCity,7,2,2,1,0,0.0,0.0,3.0,4.0,3.0,2.0,605034.0
New Jersey,Cities,OldBridgeTownship,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,66528.0
Maine,Cities,OldOrchardBeach,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,8681.0
Connecticut,Cities,OldSaybrook,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,10239.0
Tennessee,Cities,OliverSprings,1,1,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,3250.0
Washington,Cities,Olympia,0,0,0,1,0,0.0,0.0,0.0,,1.0,0.0,48046.0
Nebraska,Cities,Omaha,4,2,2,1,0,0.0,0.0,2.0,3.0,3.0,1.0,425076.0
Washington,Cities,Omak,0,0,1,1,1,0.0,0.0,2.0,1.0,0.0,0.0,4801.0
New York,MetropolitanCounties,Oneida,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Wisconsin,NonmetropolitanCounties,Oneida,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
California,Cities,Ontario,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,168144.0
Michigan,Cities,OntwaTownship-Edwardsburg,1,0,0,0,0,0.0,0.0,,0.0,1.0,0.0,6585.0
California,Cities,Orange,1,1,1,0,0,0.0,0.0,0.0,1.0,2.0,0.0,140304.0
California,MetropolitanCounties,Orange,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,
Florida,MetropolitanCounties,Orange,6,0,4,0,0,0.0,0.0,6.0,2.0,0.0,2.0,
Virginia,NonmetropolitanCounties,Orange,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,
South Carolina,Cities,Orangeburg,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,13826.0
Florida,Cities,Orlando,1,0,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,253238.0
California,Cities,Oroville,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,15581.0
Washington,Cities,Orting,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6913.0
Florida,MetropolitanCounties,Osceola,0,0,0,2,0,0.0,0.0,1.0,0.0,1.0,0.0,
Michigan,NonmetropolitanCounties,Otsego,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Michigan,MetropolitanCounties,Ottawa,4,0,0,0,0,0.0,0.0,1.0,2.0,0.0,1.0,
Ohio,Cities,OttawaHills,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,4481.0
Oklahoma,Cities,Owasso,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,31973.0
New York,Cities,OwegoVillage,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3818.0
Kentucky,Cities,Owensboro,2,0,1,1,0,0.0,0.0,1.0,2.0,1.0,0.0,58304.0
Michigan,Cities,Owosso,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,14745.0
North Carolina,Cities,Oxford,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,8607.0
California,Cities,Oxnard,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,202594.0
Washington,Cities,Pacific,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,6911.0
California,Cities,PacificGrove,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,15518.0
California,Cities,Pacifica,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,38494.0
Kentucky,Cities,Paducah,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,25064.0
Florida,Cities,PalmBay,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,104391.0
Florida,MetropolitanCounties,PalmBeach,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
California,Cities,PalmSprings,3,1,4,0,0,0.0,0.0,4.0,1.0,2.0,1.0,46282.0
California,Cities,Palmdale,4,1,3,0,0,0.0,0.0,3.0,1.0,3.0,1.0,156522.0
New Jersey,Cities,Palmyra,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,7412.0
California,Cities,PaloAlto,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,66964.0
Florida,Cities,PanamaCity,2,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,36358.0
California,Cities,Paramount,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,54868.0
New Jersey,Cities,Paramus,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,26628.0
Kentucky,Cities,Paris,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,9752.0
Tennessee,Cities,Paris,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,10168.0
Colorado,MetropolitanCounties,Park,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Montana,NonmetropolitanCounties,Park,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Utah,OtherAgencies,ParksandRecreation,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Ohio,Cities,Parma,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,80303.0
New Jersey,Cities,Parsippany-TroyHillsTownship,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,53851.0
Kansas,Cities,Parsons,2,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,10278.0
California,Cities,Pasadena,1,1,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,139003.0
Texas,Cities,Pasadena,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,153195.0
Florida,MetropolitanCounties,Pasco,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Washington,Cities,Pasco,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,67099.0
New Jersey,Cities,Passaic,2,2,0,1,0,0.0,0.0,0.0,1.0,2.0,2.0,70445.0
New Jersey,Cities,Paulsboro,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6034.0
Idaho,Cities,Payette,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,7442.0
Massachusetts,Cities,Peabody,0,0,0,2,0,0.0,0.0,0.0,0.0,2.0,0.0,52178.0
Illinois,Cities,Pekin,2,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,34085.0
New Hampshire,Cities,Pelham,1,2,0,0,0,0.0,0.0,2.0,1.0,0.0,0.0,13034.0
New Jersey,Cities,PembertonTownship,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,27949.0
Florida,Cities,PembrokePines,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,162064.0
Washington,MetropolitanCounties,PendOreille,2,0,1,0,0,0.0,0.0,1.0,0.0,2.0,0.0,
New Jersey,Cities,PennsaukenTownship,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,35788.0
Pennsylvania,UniversitiesandColleges,PennsylvaniaStateUniversity:Altoona,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3863.0
Pennsylvania,UniversitiesandColleges,PennsylvaniaStateUniversity:UniversityPark,4,3,1,0,0,0.0,0.0,3.0,1.0,2.0,2.0,45783.0
Florida,Cities,Pensacola,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,52454.0
Illinois,Cities,Peoria,3,0,2,0,0,0.0,0.0,2.0,1.0,1.0,1.0,115953.0
Illinois,MetropolitanCounties,Peoria,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,
New Jersey,Cities,PequannockTownship,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,15580.0
Kentucky,NonmetropolitanCounties,Perry,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Pennsylvania,Cities,Philadelphia,14,1,0,1,0,0.0,0.0,3.0,11.0,1.0,1.0,1553153.0
New Jersey,Cities,Phillipsburg,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,14619.0
Arizona,Cities,Phoenix,40,12,14,14,1,0.0,0.0,25.0,21.0,35.0,,1502139.0
Ohio,MetropolitanCounties,Pickaway,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
California,Cities,PicoRivera,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,63710.0
Washington,MetropolitanCounties,Pierce,2,1,1,2,0,0.0,0.0,0.0,1.0,4.0,1.0,
Tennessee,Cities,PigeonForge,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,6023.0
Arizona,MetropolitanCounties,Pima,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,3.0,
Arkansas,Cities,PineBluff,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,46399.0
New Jersey,Cities,PineHill,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,10704.0
California,Cities,Pinole,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,18848.0
New Jersey,Cities,PiscatawayTownship,0,2,2,0,0,0.0,0.0,3.0,1.0,0.0,0.0,58259.0
Colorado,NonmetropolitanCounties,Pitkin,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
New Jersey,Cities,Pitman,6,1,0,0,0,0.0,0.0,1.0,0.0,5.0,1.0,8930.0
North Carolina,MetropolitanCounties,Pitt,4,0,0,1,0,0.0,0.0,1.0,1.0,2.0,1.0,
Kansas,Cities,Pittsburg,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,20395.0
Pennsylvania,Cities,Pittsburgh,12,0,3,0,0,0.0,0.0,1.0,3.0,8.0,3.0,307632.0
Massachusetts,Cities,Pittsfield,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,43992.0
Michigan,Cities,PittsfieldTownship,1,0,2,0,0,0.0,0.0,1.0,2.0,0.0,0.0,36091.0
California,Cities,Placentia,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,52002.0
New Jersey,Cities,PlainsboroTownship,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,23256.0
Connecticut,Cities,Plainville,0,0,1,0,0,0.0,0.0,,,,1.0,17850.0
Massachusetts,Cities,Plainville,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,8512.0
New Hampshire,Cities,Plaistow,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7620.0
Texas,Cities,Plano,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,275795.0
Utah,Cities,PleasantGrove,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,34796.0
Connecticut,Cities,Plymouth,0,1,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,12043.0
Massachusetts,Cities,Plymouth,9,1,0,0,0,0.0,0.0,0.0,0.0,6.0,4.0,57893.0
Minnesota,Cities,Plymouth,3,2,2,0,0,0.0,0.0,0.0,3.0,4.0,0.0,73684.0
New Jersey,Cities,PointPleasant,4,1,0,1,0,0.0,0.0,1.0,4.0,1.0,0.0,18458.0
Florida,Cities,PompanoBeach,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,103971.0
Arkansas,NonmetropolitanCounties,Pope,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Virginia,Cities,Poquoson,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,12108.0
Michigan,Cities,PortHuron,0,0,2,0,0,0.0,0.0,1.0,0.0,1.0,0.0,29542.0
California,OtherAgencies,PortofSanDiegoHarbor,2,0,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,
Washington,OtherAgencies,PortofSeattle,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,
Florida,Cities,PortSt.Lucie,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,169877.0
Washington,Cities,PortTownsend,1,1,1,0,0,0.0,0.0,1.0,0.0,1.0,1.0,9112.0
Michigan,Cities,Portage,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,47387.0
Maine,Cities,Portland,1,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,66256.0
Oregon,Cities,Portland,1,1,3,1,0,0.0,0.0,1.0,3.0,2.0,,609136.0
Ohio,Cities,Portsmouth,0,0,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0,20322.0
Virginia,Cities,Portsmouth,3,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,97018.0
New York,Cities,Poughkeepsie,0,0,0,2,1,0.0,1.0,2.0,1.0,0.0,1.0,30778.0
New York,Cities,PoughkeepsieTown,2,1,1,0,0,0.0,0.0,0.0,2.0,1.0,2.0,43866.0
Virginia,MetropolitanCounties,Powhatan,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Kansas,Cities,Pratt,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6900.0
Alabama,Cities,Prattville,2,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,35154.0
Arizona,Cities,Prescott,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,40752.0
Utah,Cities,Price,1,0,0,1,0,0.0,0.0,2.0,0.0,0.0,0.0,8589.0
Virginia,MetropolitanCounties,PrinceGeorgeCountyPoliceDepartment,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Maryland,MetropolitanCounties,PrinceGeorge'sCountyPoliceDepartment,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Kansas,Cities,Protection,0,0,1,0,0,0.0,0.0,,,1.0,0.0,521.0
